Id. de almacén;Fecha Entrega;Tipo de pedido;Número de OC de comprador;Número de departamento;tipo_pallet;Id. de palé;Nombre de usuario;Número de artículo;Descripción;Cantidad
RGUA TCCU;08/07/2019 0:00:00;3020-SAN FERNANDO;O57-01;1019;Mixto;RGU00011759856;HORMAZABAL;450133;ESCUDO 6PX4-LAT470CC;9
RGUA TCCU;08/07/2019 0:00:00;3020-SAN FERNANDO;O57-01;1019;Mixto;RGU00011759856;HORMAZABAL;450235;CRISTAL 6PFX4-LAT350CC;1
RGUA TCCU;08/07/2019 0:00:00;3020-SAN FERNANDO;O57-01;1019;Mixto;RGU00011759856;HORMAZABAL;450237;CRISTAL 6PFX4-LAT470CC;10
RGUA TCCU;08/07/2019 0:00:00;3020-SAN FERNANDO;O57-01;1019;Mixto;RGU00011759856;HORMAZABAL;450328;CRISTAL 12PX2-LATA350CC (3X4);3
RGUA TCCU;08/07/2019 0:00:00;3020-SAN FERNANDO;O57-01;1019;Mixto;RGU00011759856;HORMAZABAL;450404;MORENITA 6PFX4-LAT350CC;28
RGUA TCCU;08/07/2019 0:00:00;3020-SAN FERNANDO;O57-01;1019;Mixto;RGU00011759856;HORMAZABAL;450472;LEMON STONES 6PFX4-LAT350CC;1
RGUA TCCU;08/07/2019 0:00:00;3020-SAN FERNANDO;O57-01;1019;Mixto;RGU00011759856;HORMAZABAL;450572;HEINEKEN 4PFX6-LAT470CC;1
RGUA TCCU;08/07/2019 0:00:00;3020-SAN FERNANDO;O57-01;1019;Mixto;RGU00011759856;HORMAZABAL;450590;ESCUDO SILVER 12PKX2-LAT350CC;5
RGUA TCCU;08/07/2019 0:00:00;3020-SAN FERNANDO;O57-01;1019;Mixto;RGU00011759856;HORMAZABAL;450592;ESCUDO SILVER LAT470CX24;11
RGUA TCCU;08/07/2019 0:00:00;3020-SAN FERNANDO;O57-01;1019;Mixto;RGU00011759856;HORMAZABAL;450684;ROYAL GUARD LAT470X24;1
RGUA TCCU;08/07/2019 0:00:00;3020-SAN FERNANDO;O57-01;1019;Mixto;RGU00011759856;HORMAZABAL;450685;ESCUDO SIN FILTRAR LAT470X24;1
RGUA TCCU;08/07/2019 0:00:00;3020-SAN FERNANDO;O57-01;1019;Mixto;RGU00011759856;HORMAZABAL;450709;ESCUDO NEGRA LATA 470X24;2
RGUA TCCU;08/07/2019 0:00:00;3020-SAN FERNANDO;O57-01;1019;Mixto;RGU00011759856;HORMAZABAL;ET17140;PAP 6PFX4-LAT350;1
RGUA TCCU;08/07/2019 0:00:00;3020-SAN FERNANDO;O57-01;1019;Mixto;RGU00011759856;HORMAZABAL;ET8700125;WATTS TUTIARANDANO GNB 300X24;1
RGUA TCCU;08/07/2019 0:00:00;3020-SAN FERNANDO;O57-01;1019;Mixto;RGU00011759860;CQUEZADA;ET8702357;PURE LIFE BIDON S/GAS 6 LITROS;6
RGUA TCCU;08/07/2019 0:00:00;3020-SAN FERNANDO;O57-01;1019;Mixto;RGU00011759860;CQUEZADA;ET8704236;JUGO VIVO BERRIES 100X7 GR;1
RGUA TCCU;08/07/2019 0:00:00;3020-SAN FERNANDO;O57-01;1019;Mixto;RGU00011759860;CQUEZADA;ET8704309;JUGO VIVO FRUTOS ROJOS 100X7GR;1
RGUA TCCU;08/07/2019 0:00:00;3020-SAN FERNANDO;O57-01;1019;Mixto;RGU00011759860;CQUEZADA;ET8704953;CARICIA FRAMBUESA 8X20X20 GR.;1
RGUA TCCU;08/07/2019 0:00:00;3020-SAN FERNANDO;O57-01;1019;Mixto;RGU00011759860;CQUEZADA;ET870502K;CARICIA PIÑA 8X20X20 GR.;1
RGUA TCCU;08/07/2019 0:00:00;3020-SAN FERNANDO;O57-01;1019;Mixto;RGU00011759860;CQUEZADA;ET8705062;CARICIA DURAZNO 8X20X20 GR.;1
RGUA TCCU;08/07/2019 0:00:00;3020-SAN FERNANDO;O57-01;1019;Mixto;RGU00011759860;CQUEZADA;ET8706484;VIVO NARANJA ALMACEN 20X8 GR;2
RGUA TCCU;08/07/2019 0:00:00;3020-SAN FERNANDO;O57-01;1019;Mixto;RGU00011759860;CQUEZADA;ET8707294;SPRIM MANGO 1DSPX20X35GR;1
RGUA TCCU;08/07/2019 0:00:00;3020-SAN FERNANDO;O57-01;1019;Mixto;RGU00011759860;CQUEZADA;ET8707324;SPRIM MULTIFRUT 1DSPX20X35GR;1
RGUA TCCU;08/07/2019 0:00:00;3020-SAN FERNANDO;O57-01;1019;Mixto;RGU00011759864;CESCOBAR;007493;KUNSTM-TOROB 4PCX6-VNR330-TC;1
RGUA TCCU;08/07/2019 0:00:00;3020-SAN FERNANDO;O57-01;1019;Mixto;RGU00011759864;CESCOBAR;450295;HEINEKEN CANAST. 6PCX4-VNR330C;2
RGUA TCCU;08/07/2019 0:00:00;3020-SAN FERNANDO;O57-01;1019;Mixto;RGU00011759864;CESCOBAR;450336;ROYAL GUARD 6PKCANASTILLOX4-VN;1
RGUA TCCU;08/07/2019 0:00:00;3020-SAN FERNANDO;O57-01;1019;Mixto;RGU00011759864;CESCOBAR;450555;CRISTAL RADLER CERO 6PX4CANAST;1
RGUA TCCU;08/07/2019 0:00:00;3020-SAN FERNANDO;O57-01;1019;Mixto;RGU00011759864;CESCOBAR;450676;ESCUDO SIN FILTRAR 6PCANX4-VNR;2
RGUA TCCU;08/07/2019 0:00:00;3020-SAN FERNANDO;O57-01;1019;Mixto;RGU00011759864;CESCOBAR;ET8703388;WATTS SEL PIÑA-GUAY GNB 1000X6;1
RGUA TCCU;08/07/2019 0:00:00;3020-SAN FERNANDO;O57-01;1019;Mixto;RGU00011759864;CESCOBAR;ET8703396;WATTS SEL MANGO-MAR GNB 1000X6;1
RGUA TCCU;08/07/2019 0:00:00;3020-SAN FERNANDO;O57-01;1019;Mixto;RGU00011759865;HEHUENCHU;ET15008;CATUN CG PET2250X6-TR;6
RGUA TCCU;08/07/2019 0:00:00;3020-SAN FERNANDO;O57-01;1019;Mixto;RGU00011759865;HEHUENCHU;ET49182;CATUN CG PET500X12-TR;5
RGUA TCCU;08/07/2019 0:00:00;3020-SAN FERNANDO;O57-01;1019;Mixto;RGU00011759865;HEHUENCHU;ET49190;CATUN SG PET500X12-TR;1
RGUA TCCU;08/07/2019 0:00:00;3020-SAN FERNANDO;O57-01;1019;Mixto;RGU00011759865;HEHUENCHU;ET8700397;CACHANTUN MAS WOMAN FRUTOS DEL;1
RGUA TCCU;08/07/2019 0:00:00;3020-SAN FERNANDO;O57-01;1019;Mixto;RGU00011759865;HEHUENCHU;ET8702195;CACHANTUN MAS SIN GAS SABOR UV;1
RGUA TCCU;08/07/2019 0:00:00;3020-SAN FERNANDO;O57-01;1019;Mixto;RGU00011759907;FVEGA;450128;MORENITA VRE330X20-TC;1
RGUA TCCU;08/07/2019 0:00:00;3020-SAN FERNANDO;O57-01;1019;Mixto;RGU00011759907;FVEGA;450470;LEMON STONES PET1500X6-TR;2
RGUA TCCU;08/07/2019 0:00:00;3020-SAN FERNANDO;O57-01;1019;Mixto;RGU00011759927;JRET;ET15474;SEVEN UP PET500X12-TR;1
RGUA TCCU;08/07/2019 0:00:00;3020-SAN FERNANDO;O57-01;1019;Mixto;RGU00011759927;JRET;ET47147;CATUN CG PET1600X6-TR;6
RGUA TCCU;08/07/2019 0:00:00;3020-SAN FERNANDO;O57-01;1019;Mixto;RGU00011759927;JRET;ET47155;CATUN SG PET1600X6-TR;2
RGUA TCCU;08/07/2019 0:00:00;3020-SAN FERNANDO;O57-01;1019;Mixto;RGU00011759927;JRET;ET47376;CRUSH PET500X12-TR;1
RGUA TCCU;08/07/2019 0:00:00;3020-SAN FERNANDO;O57-01;1019;Mixto;RGU00011759927;JRET;ET47384;PEPSI PET500X12-TR;1
RGUA TCCU;08/07/2019 0:00:00;3020-SAN FERNANDO;O57-01;1019;Mixto;RGU00011759927;JRET;ET47643;BILZ PET500X12-TR;3
RGUA TCCU;08/07/2019 0:00:00;3020-SAN FERNANDO;O57-01;1019;Mixto;RGU00011759927;JRET;ET47678;LIMON SODA PET500X12-TR;1
RGUA TCCU;08/07/2019 0:00:00;3020-SAN FERNANDO;O57-01;1019;Mixto;RGU00011759927;JRET;ET4976K;CATUN LG PET1600X6-TR;9
RGUA TCCU;08/07/2019 0:00:00;3020-SAN FERNANDO;O57-01;1019;Mixto;RGU00011759927;JRET;ET8702233;CACHANTUN S/GAS PET 1LITRO*6;2
RGUA TCCU;08/07/2019 0:00:00;3020-SAN FERNANDO;O57-01;1019;Mixto;RGU00011759927;JRET;ET8706530;MAS CACHANTUN CITRUS PET 1600X;3
RGUA TCCU;08/07/2019 0:00:00;3020-SAN FERNANDO;O57-01;1019;Mixto;RGU00011759927;JRET;ET8706557;MAS CACHANTUN MANZANA PET 1600;2
RGUA TCCU;08/07/2019 0:00:00;3020-SAN FERNANDO;O57-01;1019;Mixto;RGU00011759927;JRET;ET8706565;MAS CACHANTUN GRANADA PET 1600;2
RGUA TCCU;08/07/2019 0:00:00;3020-SAN FERNANDO;O57-01;1019;Mixto;RGU00011759927;JRET;ET870662K;MAS CACHANTUN PERA PET 1600 X6;1
RGUA TCCU;08/07/2019 0:00:00;3020-SAN FERNANDO;O57-01;1019;Mixto;RGU00011759927;JRET;ET8707804;MAS MANZ-DURAZNO 6PF-PET 1.6;1
RGUA TCCU;08/07/2019 0:00:00;3020-SAN FERNANDO;O57-01;1019;Mixto;RGU00011759931;FVEGA;450604;ESCUDO VRE1200CCX10-TC;3
RGUA TCCU;08/07/2019 0:00:00;3020-SAN FERNANDO;O57-01;1019;Mixto;RGU00011759941;FVEGA;450605;MORENITA VRE1200CCX10-TC;9
RGUA TCCU;08/07/2019 0:00:00;3020-SAN FERNANDO;O57-01;1019;Mixto;RGU00011759941;FVEGA;450606;DORADA VRE1200CCX10-TC;4
RGUA TCCU;08/07/2019 0:00:00;3020-SAN FERNANDO;O57-01;1019;Mixto;RGU00011759941;FVEGA;450607;CRISTAL VRE1200CCX10-TC;19
RGUA TCCU;08/07/2019 0:00:00;3020-SAN FERNANDO;O57-01;1019;Mixto;RGU00011759950;JBRAVO;ET13072;LIMON SODA PRB2500X6-TR;10
RGUA TCCU;08/07/2019 0:00:00;3020-SAN FERNANDO;O57-01;1019;Mixto;RGU00011759950;JBRAVO;ET18481;CRUSH PRB2500X6-TR;5
RGUA TCCU;08/07/2019 0:00:00;3020-SAN FERNANDO;O57-01;1019;Mixto;RGU00011759950;JBRAVO;ET19682;GINGER ALE PRB2500X6-TR;2
RGUA TCCU;08/07/2019 0:00:00;3020-SAN FERNANDO;O57-01;1019;Mixto;RGU00011759950;JBRAVO;ET829K;PAP PRB2000X9-TR;1
RGUA TCCU;08/07/2019 0:00:00;3020-SAN FERNANDO;O57-01;1019;Mixto;RGU00011759950;JBRAVO;ET8338;CRUSH PRB2000X9-TR;1
RGUA TCCU;08/07/2019 0:00:00;3020-SAN FERNANDO;O57-01;1019;Mixto;RGU00011759950;JBRAVO;ET8591;KEM PIN PRB2000X9-TR;1
RGUA TCCU;08/07/2019 0:00:00;3020-SAN FERNANDO;O57-01;1019;Mixto;RGU00011759954;CQUEZADA;ET870189K;CACHANTUN SIN GAS BIDON 6000X4;2
RGUA TCCU;08/07/2019 0:00:00;3020-SAN FERNANDO;O57-01;1019;Mixto;RGU00011759954;CQUEZADA;ET8706387;SPRIM DURAZNO ALMACEN 20X35 GR;3
RGUA TCCU;08/07/2019 0:00:00;3020-SAN FERNANDO;O57-01;1019;Mixto;RGU00011759954;CQUEZADA;ET8706409;SPRIM FRUTILLA ALMACEN 20X35GR;1
RGUA TCCU;08/07/2019 0:00:00;3020-SAN FERNANDO;O57-01;1019;Mixto;RGU00011759954;CQUEZADA;ET8706425;SPRIM MELON TUNA ALMACEN 20X35;2
RGUA TCCU;08/07/2019 0:00:00;3020-SAN FERNANDO;O57-01;1019;Mixto;RGU00011759991;JBRAVO;ET17272;PAP PRB2500X6-TR;7
RGUA TCCU;08/07/2019 0:00:00;3020-SAN FERNANDO;O57-01;1019;Mixto;RGU00011759991;JBRAVO;ET17280;BILZ PRB2500X6-TR;10
RGUA TCCU;08/07/2019 0:00:00;3020-SAN FERNANDO;O57-01;1019;Mixto;RGU00011759991;JBRAVO;ET18406;PEPSI PRB2500X6-TR;14
RGUA TCCU;08/07/2019 0:00:00;3020-SAN FERNANDO;O57-01;1019;Mixto;RGU00011759991;JBRAVO;ET18589;KEM PIN PRB2500X6-TR;7
RGUA TCCU;08/07/2019 0:00:00;3020-SAN FERNANDO;O57-01;1019;Mixto;RGU00011759992;CESCOBAR;ET11061;PEPSI PET1500X6-TR;3
RGUA TCCU;08/07/2019 0:00:00;3020-SAN FERNANDO;O57-01;1019;Mixto;RGU00011759992;CESCOBAR;ET11088;SEVEN UP PET1500X6-TR;2
RGUA TCCU;08/07/2019 0:00:00;3020-SAN FERNANDO;O57-01;1019;Mixto;RGU00011759992;CESCOBAR;ET12831;CRUSH LIG PET1500X6-TR;3
RGUA TCCU;08/07/2019 0:00:00;3020-SAN FERNANDO;O57-01;1019;Mixto;RGU00011759992;CESCOBAR;ET8701806;PAP ZERO PET 1500CC X 6-TR;4
RGUA TCCU;08/07/2019 0:00:00;3020-SAN FERNANDO;O57-01;1019;Mixto;RGU00011759992;CESCOBAR;ET8701814;BILZ ZERO PET 1500CC X 6-TR;1
RGUA TCCU;08/07/2019 0:00:00;3020-SAN FERNANDO;O57-01;1019;Mixto;RGU00011759992;CESCOBAR;ET9091;GINGER ALE PET1500X6-TR;1
RGUA TCCU;08/07/2019 0:00:00;3020-SAN FERNANDO;O57-01;1019;Mixto;RGU00011759992;CESCOBAR;ET9199;BILZ PET1500X6-TR;7
RGUA TCCU;08/07/2019 0:00:00;3020-SAN FERNANDO;O57-01;1019;Mixto;RGU00011759992;CESCOBAR;ET9296;PAP PET1500X6-TR;6
RGUA TCCU;08/07/2019 0:00:00;3020-SAN FERNANDO;O57-01;1019;Mixto;RGU00011759992;CESCOBAR;ET9393;CRUSH PET1500X6-TR;1
RGUA TCCU;08/07/2019 0:00:00;3020-SAN FERNANDO;O57-01;1019;Mixto;RGU00011759992;CESCOBAR;ET9539;KEM PIN PET1500X6-TR;2
RGUA TCCU;08/07/2019 0:00:00;3020-SAN FERNANDO;O57-01;1019;Mixto;RGU00011760008;HEHUENCHU;ET10162;LIMON SODA ZERO 6PF-PET 3000-T;4
RGUA TCCU;08/07/2019 0:00:00;3020-SAN FERNANDO;O57-01;1019;Mixto;RGU00011760008;HEHUENCHU;ET13277;SEVEN UP PET2000X6-TR;6
RGUA TCCU;08/07/2019 0:00:00;3020-SAN FERNANDO;O57-01;1019;Mixto;RGU00011760008;HEHUENCHU;ET17612;SEVEN UP PET3000X6-TR;2
RGUA TCCU;08/07/2019 0:00:00;3020-SAN FERNANDO;O57-01;1019;Mixto;RGU00011760008;HEHUENCHU;ET17760;CRUSH PET3000X6-TR;10
RGUA TCCU;08/07/2019 0:00:00;3020-SAN FERNANDO;O57-01;1019;Mixto;RGU00011760008;HEHUENCHU;ET18228;GINGER ALE PET3000X6-TR;3
RGUA TCCU;08/07/2019 0:00:00;3020-SAN FERNANDO;O57-01;1019;Mixto;RGU00011760008;HEHUENCHU;ET8701954;PAP ZERO PET3000X6-TR;2
RGUA TCCU;08/07/2019 0:00:00;3020-SAN FERNANDO;O57-01;1019;Mixto;RGU00011760008;HEHUENCHU;ET8701962;BILZ ZERO PET3000X6-TR;1
RGUA TCCU;08/07/2019 0:00:00;3020-SAN FERNANDO;O57-01;1019;Mixto;RGU00011760008;HEHUENCHU;ET870693K;PEPSI ZERO 6PF-PET 3000;1
RGUA TCCU;08/07/2019 0:00:00;3020-SAN FERNANDO;O57-01;1019;Mixto;RGU00011760008;HEHUENCHU;ET8707049;CRUSH ZERO 6PF-PET 3000-TR;4
RGUA TCCU;08/07/2019 0:00:00;3020-SAN FERNANDO;O57-01;1019;Mixto;RGU00011760008;HEHUENCHU;ET8751471;PEPSI-BILZ-KEM 3PF-PET3000-TR;5
RGUA TCCU;08/07/2019 0:00:00;3020-SAN FERNANDO;O57-01;1019;Mixto;RGU00011760008;HEHUENCHU;ET875148K;PEPSI-BILZ-PAP 3PF-PET3000-TR;5
RGUA TCCU;08/07/2019 0:00:00;3020-SAN FERNANDO;O57-01;1019;Mixto;RGU00011760015;FVEGA;ET10383;GINGER ALE VRE1000X12-TR;2
RGUA TCCU;08/07/2019 0:00:00;3020-SAN FERNANDO;O57-01;1019;Mixto;RGU00011760015;FVEGA;ET8265;PAP VRE350X24-TC;1
RGUA TCCU;08/07/2019 0:00:00;3020-SAN FERNANDO;O57-01;1019;Mixto;RGU00011760015;FVEGA;ET8700192;BILZ GRB 237 X 30;1
RGUA TCCU;08/07/2019 0:00:00;3020-SAN FERNANDO;O57-01;1019;Mixto;RGU00011760015;FVEGA;ET8700206;PAP GRB 237 X 30;1
RGUA TCCU;08/07/2019 0:00:00;3020-SAN FERNANDO;O57-01;1019;Mixto;RGU00011760015;FVEGA;ET8701024;CD LIMON SODA GRB 237 X 30;1
RGUA TCCU;08/07/2019 0:00:00;3020-SAN FERNANDO;O57-01;1019;Mixto;RGU00011760015;FVEGA;ET8701172;WATTS DURAZNO GRB237CCX30;1
RGUA TCCU;08/07/2019 0:00:00;3020-SAN FERNANDO;O57-01;1019;Mixto;RGU00011760015;FVEGA;ET8701210;BILZ PRB 1250 X 12-TR;2
RGUA TCCU;08/07/2019 0:00:00;3020-SAN FERNANDO;O57-01;1019;Mixto;RGU00011760015;FVEGA;ET8701229;PAP PRB 1250 X 12-TR;1
RGUA TCCU;08/07/2019 0:00:00;3020-SAN FERNANDO;O57-01;1019;Mixto;RGU00011760015;FVEGA;ET8701253;KEM PRB 1250 X 12-TR;2
RGUA TCCU;08/07/2019 0:00:00;3020-SAN FERNANDO;O57-01;1019;Mixto;RGU00011760015;FVEGA;ET870130K;CRUSH PRB 1250 X 12-TR;1
RGUA TCCU;08/07/2019 0:00:00;3020-SAN FERNANDO;O57-01;1019;Mixto;RGU00011760015;FVEGA;ET8701318;LIMON SODA PRB 1250 X 12-TR;1
RGUA TCCU;08/07/2019 0:00:00;3020-SAN FERNANDO;O57-01;1019;Mixto;RGU00011760015;FVEGA;ET8703213;CRUSH GRB 237X30;1
RGUA TCCU;08/07/2019 0:00:00;3020-SAN FERNANDO;O57-01;1019;Mixto;RGU00011760015;FVEGA;ET870810K;PEPSI GRB 1250X12;2
RGUA TCCU;08/07/2019 0:00:00;3020-SAN FERNANDO;O57-01;1019;Mixto;RGU00011760015;FVEGA;ET9245;PAP VRE1000X12-TR;1
RGUA TCCU;08/07/2019 0:00:00;3020-SAN FERNANDO;O57-01;1019;Mixto;RGU00011760036;JRET;ET14486;LIMON SODA PET3000X6-TR;9
RGUA TCCU;08/07/2019 0:00:00;3020-SAN FERNANDO;O57-01;1019;Mixto;RGU00011760036;JRET;ET17434;BILZ PET3000X6-TR;11
RGUA TCCU;08/07/2019 0:00:00;3020-SAN FERNANDO;O57-01;1019;Mixto;RGU00011760036;JRET;ET17442;PAP PET3000X6-TR;11
RGUA TCCU;08/07/2019 0:00:00;3020-SAN FERNANDO;O57-01;1019;Mixto;RGU00011760036;JRET;ET17450;KEM PIN PET3000X6-TR;13
RGUA TCCU;08/07/2019 0:00:00;3020-SAN FERNANDO;O57-01;1019;Mixto;RGU00011760036;JRET;ET17566;PEPSI PET3000X6-TR;3
RGUA TCCU;08/07/2019 0:00:00;3020-SAN FERNANDO;O57-01;1019;Mixto;RGU00011760051;CAALVARE;442288;100 PIPERS 40GL VNR200X24;1
RGUA TCCU;08/07/2019 0:00:00;3020-SAN FERNANDO;O57-01;1019;Mixto;RGU00011760051;CAALVARE;445785;ICEBERG ORANGE SPRITZ 5GL 4PCX;1
RGUA TCCU;08/07/2019 0:00:00;3020-SAN FERNANDO;O57-01;1019;Mixto;RGU00011760051;CAALVARE;445827;SOL DE CUBA LIMON 12GL VNR700X;2
RGUA TCCU;08/07/2019 0:00:00;3020-SAN FERNANDO;O57-01;1019;Mixto;RGU00011760051;CAALVARE;ET17884;KEM XTR PET500X12-TR;2
RGUA TCCU;08/07/2019 0:00:00;3020-SAN FERNANDO;O57-01;1019;Mixto;RGU00011760051;CAALVARE;ET18503;KEM XTR PET1500X6-TR;3
RGUA TCCU;08/07/2019 0:00:00;3020-SAN FERNANDO;O57-01;1019;Mixto;RGU00011760051;CAALVARE;ET8704023;RED BULL TRADIC LAT355X24;2
RGUA TCCU;08/07/2019 0:00:00;3020-SAN FERNANDO;O57-01;1019;Mixto;RGU00011760051;CAALVARE;ET870404K;RED BULL S. FREE LAT250X24;1
RGUA TCCU;08/07/2019 0:00:00;3020-SAN FERNANDO;O57-01;1019;Mixto;RGU00011760051;CAALVARE;ET8704082;RED BULL TRADIC 6PFx4-LAT250;1
RGUA TCCU;08/07/2019 0:00:00;3020-SAN FERNANDO;O57-01;1019;Mixto;RGU00011760051;CAALVARE;ET8704090;RED BULL TRADIC LAT250X24;1
RGUA TCCU;08/07/2019 0:00:00;3020-SAN FERNANDO;O57-01;1019;Mixto;RGU00011760051;CAALVARE;ET8706573;RED BULL TRADICIONAL 6PFX2 LAT;4
RGUA TCCU;08/07/2019 0:00:00;3020-SAN FERNANDO;O57-01;1019;Mixto;RGU00011760051;CAALVARE;ET8707138;RED BULL TRADIC 12PF-LATA355;3
RGUA TCCU;08/07/2019 0:00:00;3020-SAN FERNANDO;O57-01;1019;Mixto;RGU00011760077;CESCOBAR;ET1124K;WATTS TUTTIFRUT LIG PET1500X6;5
RGUA TCCU;08/07/2019 0:00:00;3020-SAN FERNANDO;O57-01;1019;Mixto;RGU00011760077;CESCOBAR;ET12580;WATTS DUR LIG PET1500X6-TR;1
RGUA TCCU;08/07/2019 0:00:00;3020-SAN FERNANDO;O57-01;1019;Mixto;RGU00011760077;CESCOBAR;ET1267K;WATTS TUTTIFLLA PET 1500X6-TR;11
RGUA TCCU;08/07/2019 0:00:00;3020-SAN FERNANDO;O57-01;1019;Mixto;RGU00011760077;CESCOBAR;ET15059;LIPTON DURAZNO PET1500X6;1
RGUA TCCU;08/07/2019 0:00:00;3020-SAN FERNANDO;O57-01;1019;Mixto;RGU00011760077;CESCOBAR;ET15148;LIPTON LIMON PET1500X6;1
RGUA TCCU;08/07/2019 0:00:00;3020-SAN FERNANDO;O57-01;1019;Mixto;RGU00011760077;CESCOBAR;ET16004;WATTS DUR PET1500X6-TR;13
RGUA TCCU;08/07/2019 0:00:00;3020-SAN FERNANDO;O57-01;1019;Mixto;RGU00011760077;CESCOBAR;ET16020;WATTS NAR PET1500X6-TR;1
RGUA TCCU;08/07/2019 0:00:00;3020-SAN FERNANDO;O57-01;1019;Mixto;RGU00011760077;CESCOBAR;ET16039;WATTS PIN PET1500X6-TR;8
RGUA TCCU;08/07/2019 0:00:00;3020-SAN FERNANDO;O57-01;1019;Mixto;RGU00011760077;CESCOBAR;ET8700729;WATTS NARANJAPLATANO PET1500X6;1
RGUA TCCU;08/07/2019 0:00:00;3020-SAN FERNANDO;O57-01;1019;Mixto;RGU00011760077;CESCOBAR;ET8703531;WATTS PIÑA LIGHT PET 1500X06;2
RGUA TCCU;08/07/2019 0:00:00;3020-SAN FERNANDO;O57-01;1019;Mixto;RGU00011760077;CESCOBAR;ET8706824;WATTS MANZANA LIGHT PET1500-6P;1
RGUA TCCU;08/07/2019 0:00:00;3020-SAN FERNANDO;O57-01;1019;Mixto;RGU00011760087;FFPAINEMT;ET10057;LIMON SODA PET2000X6-TR;4
RGUA TCCU;08/07/2019 0:00:00;3020-SAN FERNANDO;O57-01;1019;Mixto;RGU00011760087;FFPAINEMT;ET13250;PEPSI PET2000X6-TR;3
RGUA TCCU;08/07/2019 0:00:00;3020-SAN FERNANDO;O57-01;1019;Mixto;RGU00011760087;FFPAINEMT;ET8703752;BILZ ZERO PET 2000 X 6;1
RGUA TCCU;08/07/2019 0:00:00;3020-SAN FERNANDO;O57-01;1019;Mixto;RGU00011760087;FFPAINEMT;ET8706905;PEPSI ZERO 6PF-PET 2000-TR;6
RGUA TCCU;08/07/2019 0:00:00;3020-SAN FERNANDO;O57-01;1019;Mixto;RGU00011760087;FFPAINEMT;ET9059;GINGER ALE PET2000X6-TR;5
RGUA TCCU;08/07/2019 0:00:00;3020-SAN FERNANDO;O57-01;1019;Mixto;RGU00011760087;FFPAINEMT;ET9156;BILZ PET2000X6-TR;2
RGUA TCCU;08/07/2019 0:00:00;3020-SAN FERNANDO;O59-01;1020;Completo;178016203314400109;THARRIS;ET17434;BILZ PET3000X6-TR;60
RGUA TCCU;08/07/2019 0:00:00;3020-SAN FERNANDO;O59-01;1020;Completo;178016203314409614;JBRICENO;ET17434;BILZ PET3000X6-TR;60
RGUA TCCU;08/07/2019 0:00:00;3020-SAN FERNANDO;O59-01;1020;Completo;178016203314411396;LROMO;ET17434;BILZ PET3000X6-TR;60
RGUA TCCU;08/07/2019 0:00:00;3020-SAN FERNANDO;O59-01;1020;Completo;178016203314411471;THARRIS;ET17434;BILZ PET3000X6-TR;60
RGUA TCCU;08/07/2019 0:00:00;3020-SAN FERNANDO;O59-01;1020;Completo;178016203314422880;THARRIS;ET17442;PAP PET3000X6-TR;60
RGUA TCCU;08/07/2019 0:00:00;3020-SAN FERNANDO;O59-01;1020;Completo;178016203314450647;LROMO;ET17450;KEM PIN PET3000X6-TR;60
RGUA TCCU;08/07/2019 0:00:00;3020-SAN FERNANDO;O59-01;1020;Completo;178016203314495389;THARRIS;ET14486;LIMON SODA PET3000X6-TR;60
RGUA TCCU;08/07/2019 0:00:00;3020-SAN FERNANDO;O59-01;1020;Completo;178016203314851796;THARRIS;ET14486;LIMON SODA PET3000X6-TR;60
RGUA TCCU;08/07/2019 0:00:00;3020-SAN FERNANDO;O59-01;1020;Completo;178016203314864390;JBRICENO;ET17442;PAP PET3000X6-TR;60
RGUA TCCU;08/07/2019 0:00:00;3020-SAN FERNANDO;O59-01;1020;Mixto;RGU00011760095;FVEGA;ET8265;PAP VRE350X24-TC;1
RGUA TCCU;08/07/2019 0:00:00;3020-SAN FERNANDO;O59-01;1020;Mixto;RGU00011760111;HEHUENCHU;ET17450;KEM PIN PET3000X6-TR;59
RGUA TCCU;08/07/2019 0:00:00;3020-SAN FERNANDO;O59-02;2009;Mixto;RGU00011760631;CTORRES;ET8702039;GATORADE COOL BLUE PET1000X6;1
RGUA TCCU;08/07/2019 0:00:00;3020-SAN FERNANDO;O59-02;2009;Mixto;RGU00011760645;CQUEZADA;ET8706395;SPRIM PIÑA ALMACEN 20X35 GR;2
RGUA TCCU;08/07/2019 0:00:00;3020-SAN FERNANDO;O59-02;2009;Mixto;RGU00011760645;CQUEZADA;ET8706409;SPRIM FRUTILLA ALMACEN 20X35GR;1
RGUA TCCU;08/07/2019 0:00:00;3020-SAN FERNANDO;O59-02;2009;Mixto;RGU00011760645;CQUEZADA;ET8706425;SPRIM MELON TUNA ALMACEN 20X35;1
RGUA TCCU;08/07/2019 0:00:00;3020-SAN FERNANDO;O59-02;2009;Mixto;RGU00011760645;CQUEZADA;ET8706468;VIVO PIÑA ALMACEN 20X7 GR;2
RGUA TCCU;08/07/2019 0:00:00;3020-SAN FERNANDO;O59-02;2009;Mixto;RGU00011760671;CQUEZADA;ET870645K;SPRIM DAMASCO ALMACEN 20X35 GR;1
RGUA TCCU;08/07/2019 0:00:00;3020-SAN FERNANDO;O59-02;2009;Mixto;RGU00011760671;CQUEZADA;ET8706484;VIVO NARANJA ALMACEN 20X8 GR;1
RGUA TCCU;08/07/2019 0:00:00;3020-SAN FERNANDO;O59-02;2009;Mixto;RGU00011760671;CQUEZADA;ET8706506;VIVO BERRIES ALMACEN 20X7 GR;1
